sample	cluster	assembled	match	pct_id	ctg_cov	known_var	novel_var
ERX3310458	lytC	yes	yes	99.2	52.9	no	yes
ERX3310458	nanB	yes	yes	99.33	74.4	no	yes
ERX3310458	pavA	yes	yes	99.47	71.3	no	yes
ERX3310458	pce	yes	yes	98.04	58.7	no	yes
ERX3310458	pfbA	yes	yes	99.91	83.6	no	no
ERX3310458	ply	yes	yes	99.72	74.9	no	no
ERX3310458	psaA	yes	yes	99.46	57.3	no	yes
ERX3310459	cbpD	yes	yes	98.07	71.1	no	yes
ERX3310459	cbpG	yes	yes	99.65	61.3	no	yes
ERX3310459	cps4A	yes	yes	93.65	54.4	no	yes
ERX3310459	cps4B	yes	yes	97.95	40.2	no	yes
ERX3310459	hysA	yes	yes	99.19	81.9	no	yes
ERX3310459	lytA	yes	yes	98.85	58.0	no	yes
ERX3310459	nanB	yes	yes	99.57	69.0	no	yes
ERX3310459	pavA	yes	yes	99.47	70.7	no	yes
ERX3310459	pce	yes	yes	94.58	50.4	no	yes
ERX3310459	ply	yes	yes	99.65	71.1	no	no
ERX3310459	psaA	yes	yes	99.78	61.0	no	yes
ERX3310460	cbpD	yes	yes	98.37	66.2	no	yes
ERX3310460	cps4A	yes	yes	97.93	60.7	no	yes
ERX3310460	cps4B	yes	yes	92.62	33.9	no	yes
ERX3310460	cps4D	yes	yes	97.62	52.4	no	yes
ERX3310460	hysA	yes	yes	99.16	86.2	no	yes
ERX3310460	lytA	yes_nonunique	yes	100.0	68.6	no	yes
ERX3310460	lytC	yes	yes	99.0	59.1	no	yes
ERX3310460	nanB	yes	yes	99.52	77.7	no	yes
ERX3310460	pavA	yes	yes	99.47	71.8	no	yes
ERX3310460	pfbA	yes	yes	99.63	88.9	no	yes
ERX3310460	ply	yes	yes	99.79	68.5	no	yes
ERX3310460	psaA	yes	yes	99.68	71.1	no	yes
ERX3310479	cbpD	yes	yes	98.29	67.8	no	yes
ERX3310479	cbpG	yes	yes	99.88	56.7	no	yes
ERX3310479	cps4A	yes	yes	93.37	51.5	no	yes
ERX3310479	cps4B	yes	yes	98.91	38.0	no	yes
ERX3310479	hysA	yes	yes	99.16	77.4	no	yes
ERX3310479	lytB	yes	yes	98.99	66.3	no	yes
ERX3310479	lytC	yes	yes	99.34	60.7	no	yes
ERX3310479	nanB	yes	yes	99.52	74.1	no	yes
ERX3310479	pavA	yes	yes	99.64	63.6	no	yes
ERX3310479	pce	yes	yes	97.93	58.6	no	yes
ERX3310479	pfbA	yes	yes	99.72	101.4	no	yes
ERX3310479	ply	yes	yes	99.44	63.6	no	yes
ERX3310479	psaA	yes	yes	99.68	69.3	no	yes
ERX3310483	cbpD	yes	yes	98.37	78.9	no	yes
ERX3310483	cps4A	yes	yes	97.93	58.4	no	yes
ERX3310483	cps4B	yes	yes	92.62	34.8	no	yes
ERX3310483	cps4D	yes	yes	97.62	51.2	no	yes
ERX3310483	hysA	yes	yes	99.16	88.0	no	yes
ERX3310483	lytA	yes	yes	100.0	64.0	no	no
ERX3310483	lytC	yes	yes	99.0	55.2	no	yes
ERX3310483	nanB	yes	yes	99.52	69.5	no	yes
ERX3310483	pavA	yes	yes	99.47	66.3	no	yes
ERX3310483	pfbA	yes	yes	99.63	97.1	no	yes
ERX3310483	ply	yes	yes	99.79	76.7	no	yes
ERX3310483	psaA	yes	yes	99.68	71.8	no	yes
ERX3310490	cbpG	yes_nonunique	yes	99.65	59.7	no	yes
ERX3310490	cps4A	yes	yes	93.1	49.3	no	yes
ERX3310490	cps4D	yes	yes	95.18	47.0	no	yes
ERX3310490	hysA	yes	yes	99.13	80.3	no	yes
ERX3310490	lytA	yes	yes	98.75	61.1	no	yes
ERX3310490	lytB	yes	yes	99.24	63.7	no	yes
ERX3310490	lytC	yes	yes	98.87	60.6	no	yes
ERX3310490	nanB	yes	yes	99.38	66.1	no	yes
ERX3310490	pavA	yes	yes	99.41	69.7	no	yes
ERX3310490	pce	yes	yes	95.69	59.0	no	yes
ERX3310490	pfbA	yes	yes	99.68	82.0	no	yes
ERX3310490	ply	yes	yes	99.58	63.8	no	yes
ERX3310490	psaA	yes	yes	99.46	69.9	no	yes
SRX244574	acpC	yes	yes	99.67	26.5	no	no
SRX244574	cfa_cfb	yes	yes	99.09	16.8	no	yes
SRX244574	cpsA_1	yes	yes	99.73	16.4	no	yes
SRX244574	cpsB_1	yes	yes	100.0	14.4	no	no
SRX244574	cpsC_1	yes	yes	99.86	13.9	no	yes
SRX244574	cpsD	yes	yes	99.42	20.4	no	yes
SRX244574	cpsF_1	yes	yes	99.56	19.3	no	yes
SRX244574	cpsL	yes	yes	98.22	13.4	no	yes
SRX244574	cylA_1	yes	yes	99.89	29.6	no	no
SRX244574	cylB	yes	yes	99.89	23.1	no	yes
SRX244574	cylD	yes	yes	100.0	24.7	no	no
SRX244574	cylF	yes	yes	100.0	22.8	no	no
SRX244574	cylG	yes	yes	99.86	26.6	no	yes
SRX244574	cylI_1	yes	yes	99.91	29.3	no	yes
SRX244574	cylJ	yes	yes	98.6	20.9	no	yes
SRX244574	cylK	yes	yes	98.78	16.6	no	yes
SRX244574	cylX	yes	yes	100.0	19.1	no	no
SRX244574	cylZ	yes	yes	100.0	34.3	no	no
SRX244574	hylB	yes	yes	98.54	21.3	no	yes
SRX244574	neuA	yes	yes	99.03	19.4	no	yes
SRX244574	neuB	yes_nonunique	yes	99.71	19.7	no	no
SRX244574	neuC	yes	yes	99.05	26.8	no	yes
SRX244574	neuD	yes	yes	99.21	15.3	no	yes
SRX244574	pilC_3	yes	yes	99.78	19.5	no	yes
SRX244574	scp-	yes	yes	99.94	62.8	no	yes
SRX244574	srtC4	yes	yes	98.76	18.1	no	yes
